,name,count,phonetics,meta1,soundex
3020,Avaneesh,15,AVANAS,AFNX,A152
3021,Avanell,94,AVANAL,AFNL,A154
3022,Avanelle,45,AVANAL,AFNL,A154
3023,Avangeline,21,AVANGALAN,AFNJ,A152
3024,Avani,1198,AVAN,AFN,A150
3025,Avant,111,AVAD,AFNT,A153
3026,Avante,126,AVANT,AFNT,A153
3027,Avantika,29,AVANTAC,AFNT,A153
3028,Avaree,34,AVARY,AFR,A160
3029,Avari,64,AVAR,AFR,A160
3030,Avarie,326,AVARY,AFR,A160
3031,Avarose,24,AVARAS,AFRS,A162
3032,Avary,407,AVARY,AFR,A160
3033,Avaya,122,AVY,AF,A100
3034,Avayah,66,AVY,AF,A100
3035,Ave,16,AV,AF,A100
3036,Aveah,18,AV,AF,A100
3037,Avedis,20,AVAD,AFTS,A132
3038,Aveer,6,AVAR,AFR,A160
3039,Avelardo,25,AVALARD,AFLR,A146
3040,Avelina,348,AVALAN,AFLN,A145
3041,Aveline,100,AVALAN,AFLN,A145
3042,Avelino,153,AVALAN,AFLN,A145
3043,Avelyn,101,AVALAN,AFLN,A145
3044,Avelynn,6,AVALAN,AFLN,A145
3045,Aven,1061,AVAN,AFN,A150
3046,Avenir,55,AVANAR,AFNR,A156
3047,Aveon,10,AVAN,AFN,A150
3048,Averee,110,AVARY,AFR,A160
3049,Averey,28,AVARY,AFR,A160
3050,Averi,3457,AVAR,AFR,A160
3051,Averie,6042,AVARY,AFR,A160
3052,Averly,5,AVARLY,AFRL,A164
3053,Avery,143557,AVARY,AFR,A160
3054,Averyrose,5,AVARARAS,AFRR,A162
3055,Avetis,29,AVAT,AFTS,A132
3056,Avett,43,AVAT,AFT,A130
3057,Aveyah,10,AVY,AF,A100
3058,Avi,2127,AV,AF,A100
3059,Avia,145,AV,AF,A100
3060,Aviah,22,AV,AF,A100
3061,Avian,326,AVAN,AFN,A150
3062,Aviana,2266,AVAN,AFN,A150
3063,Avianah,6,AVAN,AFN,A150
3064,Aviance,22,AVANC,AFNK,A152
3065,Avianna,1876,AVAN,AFN,A150
3066,Avie,86,AVY,AF,A100
3067,Aviel,215,AVAL,AFL,A140
3068,Aviella,6,AVAL,AFL,A140
3069,Avielle,28,AVAL,AFL,A140
3070,Avigail,712,AVAGAL,AFKL,A124
3071,Avigayil,204,AVAGYAL,AFKL,A124
3072,Avigdor,239,AVAGDAR,AFKT,A123
3073,Avika,70,AVAC,AFK,A120
3074,Avila,58,AVAL,AFL,A140
3075,Avilene,10,AVALAN,AFLN,A145
3076,Avin,110,AVAN,AFN,A150
3077,Avina,15,AVAN,AFN,A150
3078,Avinash,278,AVANAS,AFNX,A152
3079,Avion,641,AVAN,AFN,A150
3080,Avionna,24,AVAN,AFN,A150
3081,Aviraj,7,AVARAJ,AFRJ,A162
3082,Avis,12301,AV,AFS,A120
3083,Avishek,5,AVASAC,AFXK,A120
3084,Avital,302,AVATAL,AFTL,A134
3085,Aviv,109,AVAV,AFF,A100
3086,Aviva,1328,AVAV,AFF,A100
3087,Aviya,10,AVY,AF,A100
3088,Aviyah,10,AVY,AF,A100
3089,Avleen,53,AVLAN,AFLN,A145
3090,Avneet,160,AVNAT,AFNT,A153
3091,Avner,10,AVNAR,AFNR,A156
3092,Avni,299,AVN,AFN,A150
3093,Avnoor,9,AVNAR,AFNR,A156
3094,Avo,26,AV,AF,A100
3095,Avon,124,AVAN,AFN,A150
3096,Avonell,10,AVANAL,AFNL,A154
3097,Avonelle,32,AVANAL,AFNL,A154
3098,Avonlea,155,AVANL,AFNL,A154
3099,Avonte,22,AVANT,AFNT,A153
3100,Avory,25,AVARY,AFR,A160
3101,Avraham,2417,AVRAN,AFRH,A165
3102,Avrahom,11,AVRAN,AFRH,A165
3103,Avraj,8,AVRAJ,AFRJ,A162
3104,Avram,43,AVRAN,AFRM,A165
3105,Avree,43,AVRY,AFR,A160
3106,Avri,10,AVR,AFR,A160
3107,Avriana,7,AVRAN,AFRN,A165
3108,Avrie,120,AVRY,AFR,A160
3109,Avrielle,5,AVRAL,AFRL,A164
3110,Avril,1042,AVRAL,AFRL,A164
3111,Avroham,10,AVRAN,AFRH,A165
3112,Avrohom,2135,AVRAN,AFRH,A165
3113,Avrum,244,AVRAN,AFRM,A165
3114,Avrumi,31,AVRAN,AFRM,A165
3115,Avrumy,11,AVRANY,AFRM,A165
3116,Avry,44,AVRY,AFR,A160
3117,Avy,11,AVY,AF,A100
3118,Avyaan,43,AVAN,AFN,A150
3119,Avyan,57,AVAN,AFN,A150
3120,Avyanna,73,AVAN,AFN,A150
3121,Avyay,7,AVAY,AF,A100
3122,Avyn,7,AVAN,AFN,A150
3123,Avyukt,20,AVACT,AFKT,A123
3124,Avyukth,16,AVACTH,AFK0,A123
3125,Awa,230,AW,A,A000
3126,Awais,12,AW,A,A200
3127,Awet,5,AWAT,AT,A300
3128,Awilda,1233,AWALD,ALT,A430
3129,Axcel,43,AXCAL,AKSL,A240
3130,Axel,27571,AXAL,AKSL,A240
3131,Axell,55,AXAL,AKSL,A240
3132,Axl,698,AXL,AKSL,A240
3133,Axle,118,AXL,AKSL,A240
3134,Axton,1110,AXTAN,AKST,A235
3135,Axxel,6,AXAL,AKSL,A240
3136,Axzel,5,AXSAL,AKSS,A240
3137,Aya,2948,A,A,A000
3138,Ayaan,2846,AN,AN,A500
3139,Ayaansh,12,ANS,ANX,A520
3140,Ayah,1683,A,A,A000
3141,Ayaka,39,AC,AK,A200
3142,Ayako,303,AC,AK,A200
3143,Ayala,194,AL,AL,A400
3144,Ayame,16,AN,AM,A500
3145,Ayan,1200,AN,AN,A500
3146,Ayana,8096,AN,AN,A500
3147,Ayanah,34,AN,AN,A500
3148,Ayane,24,AN,AN,A500
3149,Ayani,20,AN,AN,A500
3150,Ayanna,12570,AN,AN,A500
3151,Ayannah,61,AN,AN,A500
3152,Ayano,5,AN,AN,A500
3153,Ayansh,51,ANS,ANX,A520
3154,Ayari,121,AR,AR,A600
3155,Ayasha,5,AS,AX,A200
3156,Ayat,158,AT,AT,A300
3157,Ayaz,6,A,AS,A200
3158,Ayce,10,AC,AK,A200
3159,Ayda,120,AD,AT,A300
3160,Aydan,3842,ADAN,ATN,A350
3161,Ayde,68,AD,AT,A300
3162,Aydee,11,ADY,AT,A300
3163,Aydeen,5,ADAN,ATN,A350
3164,Ayden,61363,ADAN,ATN,A350
3165,Aydenn,278,ADAN,ATN,A350
3166,Aydin,3368,ADAN,ATN,A350
3167,Aydon,87,ADAN,ATN,A350
3168,Aydrian,17,ADRAN,ATRN,A365
3169,Aydyn,5,ADAN,ATN,A350
3170,Ayeden,5,ADAN,ATN,A350
3171,Ayelen,201,ALAN,ALN,A450
3172,Ayelene,10,ALAN,ALN,A450
3173,Ayelet,239,ALAT,ALT,A430
3174,Ayerim,5,ARAN,ARM,A650
3175,Ayesha,3332,AS,AX,A200
3176,Ayham,11,AN,AHM,A500
3177,Ayiana,112,AN,AN,A500
3178,Ayianna,5,AN,AN,A500
3179,Ayinde,21,AND,ANT,A530
3180,Ayisha,179,AS,AX,A200
3181,Ayla,14243,AL,AL,A400
3182,Aylah,211,AL,AL,A400
3183,Aylan,24,ALAN,ALN,A450
3184,Aylana,5,ALAN,ALN,A450
3185,Aylani,65,ALAN,ALN,A450
3186,Aylee,16,ALY,AL,A400
3187,Ayleen,3404,ALAN,ALN,A450
3188,Aylen,209,ALAN,ALN,A450
3189,Aylene,149,ALAN,ALN,A450
3190,Aylet,5,ALAT,ALT,A430
3191,Ayleth,5,ALATH,AL0,A430
3192,Aylin,8451,ALAN,ALN,A450
3193,Ayline,146,ALAN,ALN,A450
3194,Aylinn,34,ALAN,ALN,A450
3195,Aylssa,5,ALS,ALS,A420
3196,Ayman,638,ANAN,AMN,A500
3197,Aymar,113,ANAR,AMR,A560
3198,Ayme,41,AN,AM,A500
3199,Aymee,64,ANY,AM,A500
3200,Aymen,23,ANAN,AMN,A500
3201,Ayodeji,6,ADAJ,ATJ,A320
3202,Ayodele,22,ADAL,ATL,A340
3203,Ayomide,106,ANAD,AMT,A530
3204,Ayonna,118,AN,AN,A500
3205,Ayoub,75,AB,AP,A100
3206,Ayra,114,AR,AR,A600
3207,Ayram,6,ARAN,ARM,A650
3208,Ayriana,5,ARAN,ARN,A650
3209,Ayrianna,5,ARAN,ARN,A650
3210,Ayrton,112,ARTAN,ARTN,A635
3211,Ayse,6,AS,AS,A200
3212,Aysel,6,ASAL,ASL,A240
3213,Aysha,980,AS,AX,A200
3214,Ayshia,7,AS,AX,A200
3215,Aysia,788,AS,AS,A200
3216,Ayson,13,ASAN,ASN,A250
3217,Ayssa,58,AS,AS,A200
3218,Aytana,7,ATAN,ATN,A350
3219,Ayub,475,AB,AP,A100
3220,Ayumi,97,AN,AM,A500
3221,Ayush,954,AS,AX,A200
3222,Ayushi,48,AS,AX,A200
3223,Ayuub,10,AB,AP,A100
3224,Ayva,1348,AV,AF,A100
3225,Ayvah,274,AV,AF,A100
3226,Ayven,43,AVAN,AFN,A150
3227,Ayyan,12,AN,AN,A500
3228,Ayyub,5,AB,AP,A100
3229,Ayza,5,AS,AS,A200
3230,Aza,5,AS,AS,A200
3231,Azaan,219,ASAN,ASN,A250
3232,Azad,10,ASAD,AST,A230
3233,Azadeh,17,ASAD,AST,A230
3234,Azael,914,ASAL,ASL,A240
3235,Azaiah,99,AS,AS,A200
3236,Azalea,2819,ASAL,ASL,A240
3237,Azaleah,72,ASAL,ASL,A240
3238,Azalee,578,ASALY,ASL,A240
3239,Azalia,622,ASAL,ASL,A240
3240,Azaliah,12,ASAL,ASL,A240
3241,Azalie,5,ASALY,ASL,A240
3242,Azalynn,5,ASALAN,ASLN,A245
3243,Azan,59,ASAN,ASN,A250
3244,Azara,11,ASAR,ASR,A260
3245,Azari,52,ASAR,ASR,A260
3246,Azaria,3436,ASAR,ASR,A260
3247,Azariah,3731,ASAR,ASR,A260
3248,Azarias,11,ASAR,ASRS,A262
3249,Azariya,10,ASARY,ASR,A260
3250,Azariyah,92,ASARY,ASR,A260
3251,Azavion,5,ASAVAN,ASFN,A215
3252,Azayla,5,ASYL,ASL,A240
3253,Azazel,14,ASASAL,ASSL,A240
3254,Azeem,31,ASAN,ASM,A250
3255,Azeez,5,ASY,ASS,A200
3256,Azel,5,ASAL,ASL,A240
3257,Azelia,38,ASAL,ASL,A240
3258,Azell,6,ASAL,ASL,A240
3259,Azeneth,422,ASANATH,ASN0,A253
3260,Azhane,10,ASAN,AJN,A250
3261,Azhar,5,ASAR,AJR,A260
3262,Azia,257,AS,AS,A200
3263,Aziah,54,AS,AS,A200
3264,Aziel,244,ASAL,ASL,A240
3265,Azilee,135,ASALY,ASL,A240
3266,Azim,37,ASAN,ASM,A250
3267,Azimjon,5,ASANJAN,ASMJ,A252
3268,Azion,6,ASAN,ASN,A250
3269,Azir,10,ASAR,ASR,A260
3270,Azita,5,ASAT,AST,A230
3271,Aziya,28,ASY,AS,A200
3272,Aziyah,415,ASY,AS,A200
3273,Aziz,302,AS,ASS,A200
3274,Aziza,436,ASAS,ASS,A200
3275,Azka,5,ASC,ASK,A200
3276,Azlan,35,ASLAN,ASLN,A245
3277,Azlyn,59,ASLAN,ASLN,A245
3278,Azlynn,97,ASLAN,ASLN,A245
3279,Azra,166,ASR,ASR,A260
3280,Azrael,96,ASRAL,ASRL,A264
3281,Azriel,564,ASRAL,ASRL,A264
3282,Azucena,2376,ASACAN,ASKN,A250
3283,Azul,2558,ASAL,ASL,A240
3284,Azula,5,ASAL,ASL,A240
3285,Azura,22,ASAR,ASR,A260
3286,Azure,206,ASAR,ASR,A260
3287,Azuri,43,ASAR,ASR,A260
3288,Azusena,136,ASASAN,ASSN,A250
3289,Azyria,6,ASAR,ASR,A260
3290,Azzie,224,ASY,AS,A200
3291,Babacar,17,BABACAR,PPKR,B126
3292,Babak,52,BABAC,PPK,B120
3293,Babatunde,20,BABATAND,PPTN,B135
3294,Babe,5,BAB,PP,B100
3295,Babette,1361,BABAT,PPT,B130
3296,Baby,8721,BABY,PP,B100
3297,Babyboy,1218,BABABY,PPP,B100
3298,Babygirl,1055,BABAGARL,PPJR,B126
3299,Bacilia,5,BACAL,PKL,B240
3300,Bacilio,27,BACAL,PKL,B240
3301,Baden,27,BADAN,PTN,B350
3302,Bader,5,BADAR,PTR,B360
3303,Badia,10,BAD,PT,B300
3304,Baelyn,5,BALAN,PLN,B450
3305,Bahar,55,BAR,PHR,B600
3306,Bahe,20,B,PH,B000
3307,Bahja,11,BAJ,PJ,B200
3308,Baila,1794,BAL,PL,B400
3309,Bailea,5,BAL,PL,B400
3310,Bailee,11419,BALY,PL,B400
3311,Baileigh,773,BALAGH,PL,B420
3312,Bailey,108046,BALY,PL,B400
3313,Bailie,370,BALY,PL,B400
3314,Baillie,30,BALY,PL,B400
3315,Baily,262,BALY,PL,B400
3316,Bairon,24,BARAN,PRN,B650
3317,Bakari,106,BACAR,PKR,B260
3318,Bakary,21,BACARY,PKR,B260
3319,Baker,237,BACAR,PKR,B260
3320,Balam,12,BALAN,PLM,B450
3321,Balbina,16,BALBAN,PLPN,B415
3322,Baldemar,1662,BALDANAR,PLTM,B435
3323,Baldomero,584,BALDANAR,PLTM,B435
3324,Baldwin,26,BALDWAN,PLTN,B435
3325,Baleigh,650,BALAGH,PL,B420
3326,Balentin,6,BALANTAN,PLNT,B453
3327,Baleria,127,BALAR,PLR,B460
3328,Baley,5,BALY,PL,B400
3329,Balian,19,BALAN,PLN,B450
3330,Balinda,11,BALAND,PLNT,B453
3331,Ballard,351,BALAD,PLRT,B463
3332,Baltasar,10,BALTASAR,PLTS,B432
3333,Baltazar,1440,BALTASAR,PLTS,B432
3334,Balthazar,5,BALTASAR,PL0S,B432
3335,Bama,105,BAN,PM,B500
3336,Bambi,3085,BANB,PMP,B510
3337,Bambina,5,BANBAN,PMPN,B515
3338,Bane,139,BAN,PN,B500
3339,Baneen,11,BANAN,PNN,B500
3340,Banesa,177,BANAS,PNS,B520
3341,Banessa,57,BANAS,PNS,B520
3342,Bani,11,BAN,PN,B500
3343,Banks,336,BANC,PNKS,B520
3344,Banner,25,BANAR,PNR,B560
3345,Banyan,37,BANAN,PNN,B500
3346,Bao,551,B,P,B000
3347,Barack,48,BARAC,PRK,B620
3348,Barak,46,BARAC,PRK,B620
3349,Baran,6,BARAN,PRN,B650
3350,Barb,3171,BARB,PRP,B610
3351,Barbara,1424884,BARBAR,PRPR,B616
3352,Barbaraann,235,BARBARAN,PRPR,B616
3353,Barbarajean,5,BARBARAJAN,PRPR,B616
3354,Barbarann,28,BARBARAN,PRPR,B616
3355,Barbarella,5,BARBARAL,PRPR,B616
3356,Barbarita,36,BARBARAT,PRPR,B616
3357,Barbette,6,BARBAT,PRPT,B613
3358,Barbi,26,BARB,PRP,B610
3359,Barbie,1457,BARBY,PRP,B610
3360,Barbra,4020,BARBR,PRPR,B616
3361,Barclay,5,BARCLY,PRK,B624
3362,Bard,6,BAD,PRT,B630
3363,Bardo,5,BARD,PRT,B630
3364,Bari,631,BAR,PR,B600
3365,Barkim,6,BARCAN,PRKM,B625
3366,Barnaby,11,BARNABY,PRNP,B651
3367,Barnard,5,BARNAD,PRNR,B656
3368,Barnet,62,BARNAT,PRNT,B653
3369,Barnett,188,BARNAT,PRNT,B653
3370,Barney,10860,BARNY,PRN,B650
3371,Barnie,34,BARNY,PRN,B650
3372,Baron,2475,BARAN,PRN,B650
3373,Barre,5,BAR,PR,B600
3374,Barret,87,BARAT,PRT,B630
3375,Barrett,10949,BARAT,PRT,B630
3376,Barri,48,BAR,PR,B600
3377,Barrie,726,BARY,PR,B600
3378,Barrington,258,BARANGTAN,PRNK,B652
3379,Barron,1233,BARAN,PRN,B650
3380,Barry,176919,BARY,PR,B600
3381,Bart,12764,BAD,PRT,B630
3382,Bartek,20,BARTAC,PRTK,B632
3383,Barth,5,BARTH,PR0,B630
3384,Bartholomew,1281,BARTALAN,PR0L,B634
3385,Bartley,91,BARTLY,PRTL,B634
3386,Bartlomiej,41,BARTLANAJ,PRTL,B634
3387,Bartolo,126,BARTAL,PRTL,B634
3388,Bartolomeo,6,BARTALAN,PRTL,B634
3389,Barton,4645,BARTAN,PRTN,B635
3390,Bartosz,90,BART,PRTS,B632
3391,Bartow,25,BART,PRT,B630
3392,Baruc,6,BARAC,PRK,B620
3393,Baruch,882,BARACH,PRK,B620
3394,Bas,5,B,PS,B200
3395,Bascom,82,BASCAN,PSKM,B250
3396,Basel,5,BASAL,PSL,B240
3397,Basem,5,BASAN,PSM,B250
3398,Basha,6,BAS,PX,B200
3399,Bashar,37,BASAR,PXR,B260
3400,Basheer,5,BASAR,PXR,B260
3401,Bashir,135,BASAR,PXR,B260
3402,Bashirah,5,BASAR,PXR,B260
3403,Bashy,5,BASY,PX,B200
3404,Basia,12,BAS,PS,B200
3405,Basil,7118,BASAL,PSL,B240
3406,Basilia,71,BASAL,PSL,B240
3407,Basilio,802,BASAL,PSL,B240
3408,Basilisa,10,BASALAS,PSLS,B242
3409,Basir,25,BASAR,PSR,B260
3410,Basma,5,BASN,PSM,B250
3411,Bassam,15,BASAN,PSM,B250
3412,Bassel,5,BASAL,PSL,B240
3413,Bassheva,39,BASAF,PSF,B210
3414,Bassy,33,BASY,PS,B200
3415,Bastian,257,BASTAN,PSXN,B235
3416,Basya,503,BAS,PS,B200
3417,Bathsheba,5,BATHSAB,P0XP,B321
3418,Batool,5,BATAL,PTL,B340
3419,Batoul,143,BATAL,PTL,B340
3420,Batsheva,1076,BATSAF,PTXF,B321
3421,Batu,5,BAT,PT,B300
3422,Batya,210,BAT,PT,B300
3423,Baudelia,27,BADAL,PTL,B340
3424,Baudelio,82,BADAL,PTL,B340
3425,Bauer,10,BAR,PR,B600
3426,Bawi,47,B,P,B000
3427,Baxter,800,BAXTAR,PKST,B236
3428,Bay,65,BY,P,B000
3429,Baya,20,BY,P,B000
3430,Bayan,84,BYAN,PN,B500
3431,Bayard,51,BYAD,PRT,B630
3432,Bayardo,5,BYARD,PRT,B630
3433,Bayla,78,BYL,PL,B400
3434,Bayle,5,BYL,PL,B400
3435,Baylea,18,BYL,PL,B400
3436,Baylee,16784,BYLY,PL,B400
3437,Baylei,14,BYL,PL,B400
3438,Bayleigh,2526,BYLAGH,PL,B420
3439,Baylen,141,BYLAN,PLN,B450
3440,Bayler,10,BYLAR,PLR,B460
3441,Bayley,531,BYLY,PL,B400
3442,Bayli,185,BYL,PL,B400
3443,Baylie,1687,BYLY,PL,B400
3444,Baylin,5,BYLAN,PLN,B450
3445,Baylon,10,BYLAN,PLN,B450
3446,Baylor,2047,BYLAR,PLR,B460
3447,Bayne,38,BYN,PN,B500
3448,Bayron,532,BYRAN,PRN,B650
3449,Bayyinah,5,BYAN,PN,B500
3450,Bb,31,B,P,B100
3451,Bea,123,B,P,B000
3452,Beadie,31,BADY,PT,B300
3453,Beanna,5,BAN,PN,B500
3454,Bear,270,BAR,PR,B600
3455,Beata,133,BAT,PT,B300
3456,Beatrice,160469,BATRAC,PTRK,B362
3457,Beatris,541,BATR,PTRS,B362
3458,Beatrix,886,BATRAC,PTRK,B362
3459,Beatriz,14728,BATR,PTRS,B362
3460,Beau,28306,B,P,B000
3461,Beauford,103,BAFAD,PFRT,B163
3462,Beaufort,10,BAFAD,PFRT,B163
3463,Beaulah,594,BAL,PL,B400
3464,Beauregard,5,BARAGAD,PRKR,B626
3465,Beautiful,210,BATAFAL,PTFL,B314
3466,Beauton,5,BATAN,PTN,B350
3467,Beauty,15,BATY,PT,B300
3468,Beaux,289,BAX,P,B200
3469,Bebe,202,BAB,PP,B100
3470,Becca,904,BAC,PK,B200
3471,Beck,985,BAC,PK,B200
3472,Beckam,152,BACAN,PKM,B250
3473,Beckem,6,BACAN,PKM,B250
3474,Becker,21,BACAR,PKR,B260
3475,Becket,5,BACAT,PKT,B230
3476,Beckett,9357,BACAT,PKT,B230
3477,Beckey,25,BACY,PK,B200
3478,Beckham,3552,BACAN,PKM,B250
3479,Becki,827,BAC,PK,B200
3480,Beckie,774,BACY,PK,B200
3481,Becky,83293,BACY,PK,B200
3482,Beddie,5,BADY,PT,B300
3483,Bedelia,5,BADAL,PTL,B340
3484,Bedford,147,BADFAD,PTFR,B316
3485,Bedie,5,BADY,PT,B300
3486,Bee,366,BY,P,B000
3487,Beecher,253,BACAR,PXR,B260
3488,Behruz,6,BAR,PRS,B620
3489,Beija,6,BAJ,PJ,B200
3490,Beila,26,BAL,PL,B400
3491,Beily,6,BALY,PL,B400
3492,Bejamin,29,BAJANAN,PJMN,B250
3493,Bejan,6,BAJAN,PJN,B250
3494,Bekim,22,BACAN,PKM,B250
3495,Bela,76,BAL,PL,B400
3496,Belal,72,BALAL,PLL,B400
3497,Belanna,5,BALAN,PLN,B450
3498,Belem,55,BALAN,PLM,B450
3499,Belen,7035,BALAN,PLN,B450
3500,Belia,1457,BAL,PL,B400
3501,Belicia,128,BALAC,PLK,B420
3502,Belina,6,BALAN,PLN,B450
3503,Belinda,68202,BALAND,PLNT,B453
3504,Belisario,5,BALASAR,PLSR,B426
3505,Belkis,61,BALC,PLKS,B420
3506,Belkys,10,BALCY,PLKS,B420
3507,Bell,217,BAL,PL,B400
3508,Bella,45588,BAL,PL,B400
3509,Belladonna,13,BALADAN,PLTN,B435
3510,Bellah,61,BAL,PL,B400
3511,Bellamarie,23,BALANARY,PLMR,B456
3512,Bellamy,225,BALANY,PLM,B450
3513,Bellarose,134,BALARAS,PLRS,B462
3514,Belle,5307,BAL,PL,B400
3515,Bellina,5,BALAN,PLN,B450
3516,Belma,25,BALN,PLM,B450
3517,Belmira,34,BALNAR,PLMR,B456
3518,Belton,300,BALTAN,PLTN,B435
3519,Belva,3967,BALV,PLF,B410
3520,Belvia,11,BALV,PLF,B410
3521,Belvin,11,BALVAN,PLFN,B415
3522,Belynda,69,BALAND,PLNT,B453
3523,Ben,68880,BAN,PN,B500
3524,Bena,22,BAN,PN,B500
3525,Benaiah,235,BAN,PN,B500
3526,Benancia,5,BANANC,PNNK,B520
3527,Benancio,75,BANANC,PNNK,B520
3528,Benard,226,BANAD,PNRT,B563
3529,Benay,11,BANY,PN,B500
3530,Benedetta,107,BANADAT,PNTT,B530
3531,Benedetto,247,BANADAT,PNTT,B530
3532,Benedict,4206,BANADACT,PNTK,B532
3533,Benedicto,5,BANADACT,PNTK,B532
3534,Benetta,6,BANAT,PNT,B530
3535,Benford,5,BANFAD,PNFR,B516
3536,Benicia,11,BANAC,PNK,B520
3537,Benicio,1127,BANAC,PNK,B520
3538,Benigna,5,BANAGN,PNN,B525
3539,Benigno,701,BANAGN,PNN,B525
3540,Benilde,17,BANALD,PNLT,B543
3541,Benino,37,BANAN,PNN,B500
3542,Benita,9680,BANAT,PNT,B530
3543,Benito,10544,BANAT,PNT,B530
3544,Benjaman,60,BANJANAN,PNJM,B525
3545,Benjamen,671,BANJANAN,PNJM,B525
3546,Benjamin,691970,BANJANAN,PNJM,B525
3547,Benjamine,40,BANJANAN,PNJM,B525
3548,Benjaminjoseph,5,BANJANANJASAF,PNJM,B525
3549,Benji,294,BANJ,PNJ,B520
3550,Benjie,98,BANJY,PNJ,B520
3551,Benjiman,535,BANJANAN,PNJM,B525
3552,Benjy,5,BANJY,PNJ,B520
3553,Bennet,134,BANAT,PNT,B530
3554,Bennett,26716,BANAT,PNT,B530
3555,Bennie,53278,BANY,PN,B500
3556,Benny,41706,BANY,PN,B500
3557,Bennye,10,BANY,PN,B500
3558,Benoit,15,BANAT,PNT,B530
3559,Benson,4070,BANSAN,PNSN,B525
3560,Bentlee,2052,BANTLY,PNTL,B534
3561,Bentleigh,56,BANTLAGH,PNTL,B534
3562,Bentley,32062,BANTLY,PNTL,B534
3563,Bentlie,10,BANTLY,PNTL,B534
3564,Bently,1402,BANTLY,PNTL,B534
3565,Benton,3319,BANTAN,PNTN,B535
3566,Bentura,22,BANTAR,PNTR,B536
3567,Bentzion,162,BANTSAN,PNTS,B532
3568,Benuel,608,BANAL,PNL,B540
3569,Benyamin,126,BANANAN,PNMN,B500
3570,Benzion,661,BANSAN,PNSN,B525
3571,Berania,20,BARAN,PRN,B650
3572,Berdena,7,BARDAN,PRTN,B635
3573,Berdia,17,BARD,PRT,B630
3574,Berdie,62,BADY,PRT,B630
3575,Berdina,6,BARDAN,PRTN,B635
3576,Berdine,10,BARDAN,PRTN,B635
3577,Berel,68,BARAL,PRL,B640
3578,Beren,6,BARAN,PRN,B650
3579,Berenice,6067,BARANAC,PRNK,B652
3580,Berenis,64,BARAN,PRNS,B652
3581,Berenise,299,BARANAS,PRNS,B652
3582,Bereniz,10,BARAN,PRNS,B652
3583,Berenize,19,BARANAS,PRNS,B652
3584,Bergen,41,BARGAN,PRJN,B625
3585,Beril,5,BARAL,PRL,B640
3586,Berish,153,BARAS,PRX,B620
3587,Berit,50,BARAT,PRT,B630
3588,Berkeley,327,BARCALY,PRKL,B624
3589,Berklee,98,BARCLY,PRKL,B624
3590,Berkleigh,18,BARCLAGH,PRKL,B624
3591,Berkley,1877,BARCLY,PRKL,B624
3592,Berl,145,BARL,PRL,B640
3593,Berlin,741,BARLAN,PRLN,B645
3594,Berlinda,120,BARLAND,PRLN,B645
3595,Berline,26,BARLAN,PRLN,B645
3596,Berlyn,251,BARLAN,PRLN,B645
3597,Berlynn,55,BARLAN,PRLN,B645
3598,Berma,6,BARN,PRM,B650
3599,Berna,67,BARN,PRN,B650
3600,Bernabe,831,BARNAB,PRNP,B651
3601,Bernadean,5,BARNADAN,PRNT,B653
3602,Bernadet,9,BARNADAT,PRNT,B653
3603,Bernadette,47804,BARNADAT,PRNT,B653
3604,Bernadine,17674,BARNADAN,PRNT,B653
3605,Bernard,188628,BARNAD,PRNR,B656
3606,Bernarda,89,BARNARD,PRNR,B656
3607,Bernardette,6,BARNARDAT,PRNR,B656
3608,Bernardina,5,BARNARDAN,PRNR,B656
3609,Bernardine,1104,BARNARDAN,PRNR,B656
3610,Bernardino,689,BARNARDAN,PRNR,B656
3611,Bernardita,7,BARNARDAT,PRNR,B656
3612,Bernardo,7456,BARNARD,PRNR,B656
3613,Bernece,5,BARNAC,PRNK,B652
3614,Berneda,39,BARNAD,PRNT,B653
3615,Berneice,1248,BARNAC,PRNK,B652
3616,Bernell,250,BARNAL,PRNL,B654
3617,Bernelle,5,BARNAL,PRNL,B654
3618,Bernerd,5,BARNAD,PRNR,B656
3619,Bernessia,6,BARNAS,PRNS,B652
3620,Bernestine,60,BARNASTAN,PRNS,B652
3621,Berneta,10,BARNAT,PRNT,B653
3622,Bernetha,116,BARNAT,PRN0,B653
3623,Bernetta,376,BARNAT,PRNT,B653
3624,Bernette,25,BARNAT,PRNT,B653
3625,Bernhard,268,BARNAD,PRNR,B656
3626,Bernhardt,20,BARNARD,PRNR,B656
3627,Bernice,165258,BARNAC,PRNK,B652
3628,Bernie,4542,BARNY,PRN,B650
3629,Berniece,6826,BARNAC,PRNK,B652
3630,Bernina,24,BARNAN,PRNN,B650
3631,Bernis,5,BARN,PRNS,B652
3632,Bernita,1509,BARNAT,PRNT,B653
3633,Bernyce,29,BARNAC,PRNK,B652
3634,Beronica,451,BARANAC,PRNK,B652
3635,Berry,1984,BARY,PR,B600
3636,Bert,23602,BAD,PRT,B630
3637,Berta,3573,BART,PRT,B630
3638,Bertha,136959,BART,PR0,B630
3639,Berthal,5,BARTAL,PR0L,B634
3640,Berthe,6,BART,PR0,B630
3641,Bertice,5,BARTAC,PRTK,B632
3642,Bertie,7446,BADY,PRT,B630
3643,Bertil,79,BARTAL,PRTL,B634
3644,Bertin,20,BARTAN,PRTN,B635
3645,Bertina,15,BARTAN,PRTN,B635
3646,Bertis,22,BART,PRTS,B632
